City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Jaipur,2019-02-09,48.6,114.07,15.67,28.3,36.76,25.39,1.83,14.17,36.72,0.9,5.98,115.0,Moderate
Jaipur,2019-02-10,52.06,119.98,19.94,38.73,52.19,29.54,1.69,10.68,42.35,1.16,12.01,128.0,Moderate
Jaipur,2019-02-11,45.82,103.34,16.33,34.07,42.81,27.63,1.26,9.57,48.86,0.68,7.42,115.0,Moderate
Jaipur,2019-02-12,47.75,103.97,14.2,31.9,38.43,28.93,1.16,10.23,59.92,0.73,7.02,107.0,Moderate
Jaipur,2019-02-13,45.85,100.35,13.56,30.14,35.96,28.48,1.19,14.76,64.44,0.74,6.89,108.0,Moderate
Jaipur,2019-02-14,42.63,93.74,14.43,33.57,40.18,33.31,1.08,10.92,44.74,0.76,7.58,97.0,Satisfactory
Jaipur,2019-02-15,51.51,112.12,13.4,36.87,42.96,29.21,1.09,12.21,43.88,0.85,5.05,115.0,Moderate
Jaipur,2019-02-16,39.78,79.48,13.32,37.37,43.88,27.04,1.09,14.24,45.13,0.68,4.43,98.0,Satisfactory
Jaipur,2019-02-17,48.23,98.3,16.3,45.05,54.32,28.78,1.29,16.09,36.24,1.04,8.17,102.0,Moderate
Jaipur,2019-02-18,43.89,125.28,14.52,37.21,44.16,27.96,1.23,13.54,33.95,1.16,8.32,112.0,Moderate
Jaipur,2019-02-19,54.38,152.36,13.28,34.29,39.19,24.32,0.91,13.62,38.75,0.9,6.98,130.0,Moderate
Jaipur,2019-02-20,54.54,105.01,13.38,29.52,35.78,29.01,0.95,10.76,40.58,1.29,7.6,124.0,Moderate
Jaipur,2019-02-21,54.38,110.79,12.99,29.71,35.85,26.67,0.9,11.13,43.64,1.21,6.53,130.0,Moderate
Jaipur,2019-02-22,41.39,85.23,12.19,29.15,34.3,22.0,0.78,10.81,36.61,0.77,4.43,100.0,Satisfactory
Jaipur,2019-02-23,35.97,77.06,12.59,33.33,38.14,21.36,0.8,15.47,49.95,0.84,4.66,93.0,Satisfactory
Jaipur,2019-02-24,41.39,97.62,13.14,33.04,38.74,25.67,0.86,14.35,50.94,1.13,9.29,113.0,Moderate
Jaipur,2019-02-25,42.61,99.75,13.83,32.96,40.3,25.01,0.96,12.61,47.6,1.07,7.62,105.0,Moderate
Jaipur,2019-02-26,39.97,86.36,11.79,37.33,39.01,36.22,0.91,9.25,51.61,1.02,7.62,107.0,Moderate
Jaipur,2019-02-27,42.89,90.05,12.44,38.35,41.01,34.48,0.83,10.21,38.53,1.05,7.16,85.0,Satisfactory
Jaipur,2019-02-28,38.31,82.02,12.34,38.24,40.99,36.83,0.89,8.98,49.36,0.84,7.67,100.0,Satisfactory
Jaipur,2019-03-01,42.41,93.01,8.54,30.45,31.81,30.22,0.89,11.34,57.51,1.07,8.63,104.0,Moderate
Jaipur,2019-03-02,43.88,95.81,7.98,29.44,29.73,32.69,0.88,9.77,59.2,1.24,7.88,103.0,Moderate
Jaipur,2019-03-03,42.81,92.74,7.7,23.63,26.18,29.48,0.82,8.06,56.37,0.99,8.38,100.0,Satisfactory
Jaipur,2019-03-04,47.99,104.75,8.05,28.7,30.86,31.27,0.93,7.85,46.49,1.28,8.81,107.0,Moderate
Jaipur,2019-03-05,36.58,76.61,7.97,32.27,34.15,28.98,0.82,8.8,40.62,0.73,5.61,102.0,Moderate
Jaipur,2019-03-06,38.07,88.21,20.05,38.55,52.11,36.07,1.18,10.61,36.86,1.13,8.38,89.0,Satisfactory
Jaipur,2019-03-07,40.68,98.3,12.65,30.33,37.1,29.52,1.07,10.98,54.93,1.3,8.94,112.0,Moderate
Jaipur,2019-03-08,38.52,86.8,6.54,23.03,24.75,24.51,0.93,12.41,57.35,1.14,6.92,98.0,Satisfactory
Jaipur,2019-03-09,42.31,109.92,6.42,28.8,30.22,26.38,0.89,12.3,58.57,0.86,5.89,102.0,Moderate
Jaipur,2019-03-10,36.68,78.2,6.21,25.07,27.4,25.56,1.06,9.99,64.01,0.69,6.7,111.0,Moderate
Jaipur,2019-03-11,41.91,106.43,7.53,30.92,31.52,22.96,0.81,11.72,53.06,0.85,5.87,96.0,Satisfactory
Jaipur,2019-03-12,48.61,113.73,7.0,41.57,38.08,21.56,0.89,12.14,56.13,0.74,5.48,111.0,Moderate
Jaipur,2019-03-13,46.44,112.89,7.53,32.46,32.43,20.62,0.93,12.91,52.01,1.06,6.45,105.0,Moderate
Jaipur,2019-03-14,42.19,103.28,8.87,30.11,32.26,20.4,0.82,10.95,54.15,0.99,5.91,108.0,Moderate
Jaipur,2019-03-15,34.03,69.78,11.72,37.57,39.22,21.9,0.77,8.89,47.6,0.56,5.54,90.0,Satisfactory
Jaipur,2019-03-16,32.24,97.93,12.25,35.03,38.82,22.95,0.76,10.52,50.46,0.56,5.18,92.0,Satisfactory
Jaipur,2019-03-17,33.98,90.2,14.85,37.12,43.42,24.2,0.84,9.94,52.21,0.76,7.34,109.0,Moderate
Jaipur,2019-03-18,35.79,88.88,15.64,36.63,43.88,24.17,1.01,10.6,56.84,0.89,6.39,109.0,Moderate
Jaipur,2019-03-19,36.6,95.8,16.44,30.55,38.39,24.04,1.04,11.35,57.42,1.18,6.92,107.0,Moderate
Jaipur,2019-03-20,39.76,113.06,16.73,35.47,43.61,23.16,0.95,12.03,46.24,0.81,5.92,101.0,Moderate
Jaipur,2019-03-21,48.81,120.22,8.37,28.01,29.15,21.75,0.78,11.78,68.35,0.93,4.61,121.0,Moderate
Jaipur,2019-03-22,35.71,94.58,9.42,30.34,33.08,18.71,0.68,9.19,66.58,0.46,3.82,101.0,Moderate
Jaipur,2019-03-23,34.26,87.27,10.22,34.99,36.6,18.55,0.73,9.85,60.73,0.54,4.44,90.0,Satisfactory
Jaipur,2019-03-24,39.05,116.74,10.27,31.52,35.16,21.24,0.63,11.82,58.17,0.56,4.77,101.0,Moderate
Jaipur,2019-03-25,39.88,109.51,10.33,31.17,35.7,21.88,0.71,12.25,47.95,0.57,3.99,112.0,Moderate
Jaipur,2019-03-26,36.97,78.85,12.23,37.98,41.66,20.29,0.91,12.29,58.09,0.63,4.42,101.0,Moderate
Jaipur,2019-03-27,42.6,93.5,27.07,43.74,59.87,25.29,1.6,13.59,55.4,1.75,7.77,110.0,Moderate
Jaipur,2019-03-28,46.27,110.43,27.5,36.53,53.59,26.1,1.45,13.55,52.94,2.6,10.61,128.0,Moderate
Jaipur,2019-03-29,49.69,134.35,28.93,39.79,59.47,27.06,1.51,15.17,38.66,2.67,10.97,142.0,Moderate
Jaipur,2019-03-30,45.29,125.59,15.25,36.27,43.5,26.34,1.04,13.5,61.09,1.21,5.71,132.0,Moderate
Jaipur,2019-03-31,46.08,121.18,10.34,35.51,36.62,27.87,0.86,12.61,64.76,0.73,3.91,116.0,Moderate
Jaipur,2019-04-01,41.4,96.36,14.05,41.56,45.27,25.48,0.96,12.73,57.44,0.86,5.35,109.0,Moderate
Jaipur,2019-04-02,40.71,93.61,18.82,35.7,45.26,26.86,1.1,14.66,65.75,1.19,5.46,109.0,Moderate
Jaipur,2019-04-03,44.59,106.73,14.2,36.63,41.59,26.93,1.2,16.58,75.99,1.47,6.96,125.0,Moderate
Jaipur,2019-04-04,44.88,113.56,30.74,33.36,54.39,31.17,1.47,16.55,69.83,2.41,9.04,128.0,Moderate
Jaipur,2019-04-05,48.68,162.11,19.58,36.14,46.21,26.03,0.99,11.75,54.78,1.62,8.62,144.0,Moderate
Jaipur,2019-04-06,38.72,135.7,12.16,28.92,38.5,25.05,0.8,12.73,47.12,0.53,6.18,137.0,Moderate
Jaipur,2019-04-07,47.59,224.38,10.66,27.38,33.2,24.3,0.74,17.05,58.64,0.44,5.53,132.0,Moderate
Jaipur,2019-04-08,92.68,473.02,11.35,25.64,31.65,28.48,0.96,13.03,62.1,0.59,4.13,457.0,Severe
Jaipur,2019-04-09,55.19,161.64,12.65,30.85,35.21,27.44,0.94,14.8,67.87,0.97,5.11,199.0,Moderate
Jaipur,2019-04-10,54.01,149.74,13.62,34.35,38.05,30.52,1.06,17.0,66.0,1.47,6.17,140.0,Moderate
Jaipur,2019-04-11,53.6,157.93,12.67,22.5,27.18,24.0,0.85,15.36,69.9,1.14,5.55,138.0,Moderate
Jaipur,2019-04-12,72.04,368.18,12.45,26.9,31.91,21.96,0.97,13.88,72.74,0.7,4.68,258.0,Poor
Jaipur,2019-04-13,52.49,129.76,10.08,25.97,29.28,20.04,0.81,14.74,81.83,0.75,4.12,194.0,Moderate
Jaipur,2019-04-14,47.63,116.91,10.86,28.17,32.05,20.17,0.77,13.23,68.09,0.56,4.14,121.0,Moderate
Jaipur,2019-04-15,55.41,183.47,11.6,26.02,30.99,19.01,0.75,12.31,70.5,0.49,3.56,124.0,Moderate
Jaipur,2019-04-16,44.23,132.07,13.12,23.79,30.85,21.39,0.88,11.44,50.55,0.34,3.34,164.0,Moderate
Jaipur,2019-04-17,25.64,48.73,13.75,23.52,31.78,26.11,0.84,16.52,44.18,0.31,3.75,82.0,Satisfactory
Jaipur,2019-04-18,28.96,61.5,12.1,31.5,36.46,23.04,0.8,10.25,64.48,0.55,4.27,86.0,Satisfactory
Jaipur,2019-04-19,36.19,83.64,13.46,39.88,42.78,21.91,0.84,9.88,64.75,0.6,3.98,102.0,Moderate
Jaipur,2019-04-20,35.66,84.96,16.7,44.65,49.73,24.2,0.95,11.33,72.28,0.86,6.03,122.0,Moderate
Jaipur,2019-04-21,41.23,99.17,17.67,44.36,50.45,24.93,0.86,10.84,65.95,1.12,6.17,124.0,Moderate
Jaipur,2019-04-22,49.55,132.85,29.57,50.26,65.57,27.54,1.32,14.74,45.5,1.61,6.89,119.0,Moderate
Jaipur,2019-04-23,61.69,159.44,40.36,47.86,75.95,33.87,1.66,14.65,40.73,2.42,9.72,154.0,Moderate
Jaipur,2019-04-24,56.24,147.99,24.1,39.66,57.52,31.97,1.14,17.13,41.16,1.46,7.01,157.0,Moderate
Jaipur,2019-04-25,58.99,183.88,15.89,36.33,48.05,28.32,0.94,21.97,46.46,0.89,5.37,135.0,Moderate
Jaipur,2019-04-26,76.51,226.52,12.33,29.88,37.46,27.36,0.93,14.33,66.47,0.87,4.71,181.0,Moderate
Jaipur,2019-04-27,53.95,135.05,12.02,36.5,42.22,23.62,0.83,13.69,63.36,0.61,3.95,151.0,Moderate
Jaipur,2019-04-28,62.44,158.98,11.72,38.99,40.31,46.29,0.75,14.63,72.33,0.56,3.62,142.0,Moderate
Jaipur,2019-04-29,64.2,156.09,13.5,39.08,41.19,66.69,1.03,14.22,71.68,1.07,4.92,143.0,Moderate
Jaipur,2019-04-30,59.3,140.33,45.88,59.2,69.55,44.78,1.64,12.71,40.87,1.55,7.83,153.0,Moderate
Jaipur,2019-05-01,62.23,160.14,50.58,50.35,79.58,22.6,1.51,11.98,41.03,0.67,4.77,156.0,Moderate
Jaipur,2019-05-02,73.33,186.04,12.57,28.55,35.71,21.4,0.9,13.99,75.58,1.07,5.43,166.0,Moderate
Jaipur,2019-05-03,58.09,127.27,18.37,29.26,40.1,23.37,0.94,16.75,70.59,0.99,5.9,149.0,Moderate
Jaipur,2019-05-04,50.37,102.97,30.76,39.8,61.83,27.71,1.06,17.37,55.31,1.4,6.43,124.0,Moderate
Jaipur,2019-05-05,48.16,123.61,36.14,51.14,71.14,29.48,1.51,14.56,42.79,1.78,8.35,117.0,Moderate
Jaipur,2019-05-06,52.53,138.44,20.09,30.35,45.8,26.65,1.11,11.5,47.06,1.82,9.36,138.0,Moderate
Jaipur,2019-05-07,60.4,190.08,21.43,29.0,43.39,22.21,0.94,10.27,34.89,0.57,4.86,134.0,Moderate
Jaipur,2019-05-08,90.69,253.87,21.09,30.56,43.22,20.61,0.82,12.51,32.21,0.57,4.36,183.0,Moderate
Jaipur,2019-05-09,92.16,249.34,13.19,24.98,32.23,23.1,0.7,9.94,42.76,0.38,3.83,218.0,Poor
Jaipur,2019-05-10,54.87,116.66,12.13,22.06,29.78,20.4,0.67,11.19,48.3,0.25,3.99,156.0,Moderate
Jaipur,2019-05-11,57.35,126.72,11.48,24.88,31.18,21.73,0.78,8.5,45.79,0.36,4.96,138.0,Moderate
Jaipur,2019-05-12,72.52,263.62,9.32,23.53,28.2,21.5,0.71,11.87,65.43,0.37,3.98,206.0,Poor
Jaipur,2019-05-13,47.42,109.65,10.7,25.07,30.0,21.5,0.76,11.7,58.85,0.53,4.4,121.0,Moderate
Jaipur,2019-05-14,47.02,104.64,10.16,29.24,32.94,21.56,0.75,10.71,54.82,0.56,3.92,100.0,Satisfactory
Jaipur,2019-05-15,108.94,345.65,14.29,32.14,38.56,21.9,1.06,10.85,40.59,1.16,5.63,184.0,Moderate
Jaipur,2019-05-16,84.33,272.87,10.77,21.06,27.49,20.45,0.8,10.45,58.11,0.58,3.53,343.0,Very Poor
Jaipur,2019-05-17,78.42,288.94,10.88,20.39,26.23,20.35,0.71,10.28,50.67,0.22,3.33,199.0,Moderate
Jaipur,2019-05-18,41.98,72.58,10.79,22.44,28.28,21.76,0.84,12.03,57.26,0.24,3.34,169.0,Moderate
Jaipur,2019-05-19,41.69,89.54,13.78,34.22,40.95,21.54,0.97,12.27,56.63,0.78,5.75,104.0,Moderate
Jaipur,2019-05-20,46.85,105.8,14.34,34.77,41.72,22.51,0.94,11.71,51.82,1.02,6.66,107.0,Moderate
Jaipur,2019-05-21,44.41,113.58,11.25,31.07,37.44,22.32,0.84,11.47,47.92,0.9,5.4,105.0,Moderate
Jaipur,2019-05-22,42.93,95.82,10.51,28.17,33.18,21.69,0.78,12.09,41.22,1.08,5.46,105.0,Moderate
Jaipur,2019-05-23,39.78,92.55,14.63,23.3,34.02,24.58,0.75,11.13,45.0,1.12,5.57,96.0,Satisfactory
Jaipur,2019-05-24,48.64,111.48,8.3,25.95,30.63,21.71,0.65,11.93,59.75,1.22,5.24,97.0,Satisfactory
Jaipur,2019-05-25,44.0,84.22,7.88,30.78,34.41,17.51,0.61,11.43,70.81,0.48,3.05,120.0,Moderate
Jaipur,2019-05-26,39.45,98.64,9.78,31.74,36.96,17.62,0.57,10.56,58.8,0.55,3.19,98.0,Satisfactory
Jaipur,2019-05-27,47.64,120.86,14.56,35.31,44.06,18.18,0.83,11.51,42.07,1.02,4.46,111.0,Moderate
Jaipur,2019-05-28,44.35,88.86,12.42,37.51,42.88,17.41,0.75,12.66,60.98,1.11,5.38,134.0,Moderate
Jaipur,2019-05-29,48.91,110.77,16.68,42.32,50.57,18.84,0.85,12.57,36.62,1.42,7.05,109.0,Moderate
Jaipur,2019-05-30,49.88,113.74,9.69,26.83,31.03,17.9,0.53,11.33,36.83,0.52,4.39,103.0,Moderate
Jaipur,2019-05-31,53.88,129.06,9.05,28.12,31.62,17.72,0.56,12.74,44.47,0.55,4.66,117.0,Moderate
Jaipur,2019-06-01,56.82,126.37,16.03,32.21,41.33,18.12,0.73,12.13,35.58,0.93,5.52,116.0,Moderate
Jaipur,2019-06-02,50.89,135.33,19.73,26.7,41.18,17.5,0.73,13.55,47.94,0.68,3.45,121.0,Moderate
Jaipur,2019-06-03,63.32,179.22,16.94,34.52,43.81,17.16,0.77,12.39,43.61,1.25,5.38,148.0,Moderate
Jaipur,2019-06-04,68.86,231.37,11.59,26.16,32.8,15.27,0.65,12.44,49.18,0.72,3.15,166.0,Moderate
Jaipur,2019-06-05,65.03,212.32,9.19,21.35,26.33,16.82,0.71,11.54,42.51,0.4,2.73,175.0,Moderate
Jaipur,2019-06-06,57.23,132.26,10.01,27.89,31.39,14.96,0.7,12.37,58.08,0.69,3.97,145.0,Moderate
Jaipur,2019-06-07,72.96,165.0,8.13,29.67,30.37,17.65,0.88,10.93,86.51,1.2,4.47,158.0,Moderate
Jaipur,2019-06-08,58.91,111.22,9.12,29.64,32.03,23.33,0.87,11.33,100.38,1.2,3.77,154.0,Moderate
Jaipur,2019-06-09,52.86,106.15,15.78,38.67,44.55,20.44,1.01,12.04,78.46,1.27,4.87,137.0,Moderate
Jaipur,2019-06-10,60.95,148.37,14.4,39.41,43.78,28.36,0.81,13.45,55.12,1.32,4.61,135.0,Moderate
Jaipur,2019-06-11,47.08,112.71,7.9,28.64,31.34,45.81,0.61,10.63,52.39,0.53,2.6,125.0,Moderate
Jaipur,2019-06-12,40.69,86.77,10.76,34.54,40.5,45.19,0.67,8.84,43.95,0.98,2.9,95.0,Satisfactory
Jaipur,2019-06-13,26.57,54.96,7.61,28.35,33.07,45.37,0.63,9.06,56.56,0.61,1.68,85.0,Satisfactory
Jaipur,2019-06-14,38.09,91.31,9.06,35.04,38.6,41.39,0.61,10.31,51.37,0.62,1.35,88.0,Satisfactory
Jaipur,2019-06-15,44.52,98.75,8.4,29.74,33.64,42.76,0.57,10.98,51.18,0.41,1.46,100.0,Satisfactory
Jaipur,2019-06-16,39.03,83.67,9.71,25.39,30.95,45.06,0.64,11.51,27.18,0.37,1.79,85.0,Satisfactory
Jaipur,2019-06-17,44.82,99.1,11.99,30.85,37.74,52.17,0.62,9.84,36.65,0.62,2.37,101.0,Moderate
Jaipur,2019-06-18,27.33,93.21,13.35,27.81,36.42,41.92,0.87,12.56,40.48,0.65,2.74,101.0,Moderate
Jaipur,2019-06-19,21.31,40.69,9.44,20.75,27.18,25.66,0.61,11.49,59.49,0.28,2.55,88.0,Satisfactory
Jaipur,2019-06-20,28.24,63.58,9.55,26.32,32.95,18.87,0.78,11.13,55.22,0.43,2.6,78.0,Satisfactory
Jaipur,2019-06-21,38.46,106.02,9.98,31.78,35.08,16.28,0.87,12.82,51.14,0.8,2.65,91.0,Satisfactory
Jaipur,2019-06-22,48.53,133.44,10.7,37.96,39.74,16.81,0.95,13.12,55.88,1.28,3.02,123.0,Moderate
Jaipur,2019-06-23,42.39,98.69,3.61,24.81,22.72,19.77,0.85,18.85,84.46,0.75,3.3,135.0,Moderate
Jaipur,2019-06-24,28.09,63.19,4.25,22.66,22.46,20.43,0.85,16.07,64.54,0.46,2.77,100.0,Satisfactory
Jaipur,2019-06-25,35.62,94.08,5.93,27.03,27.8,20.71,0.88,13.71,59.27,1.02,3.33,100.0,Satisfactory
Jaipur,2019-06-26,40.64,86.19,8.54,36.86,36.37,21.09,1.0,10.84,55.24,0.74,3.99,102.0,Moderate
Jaipur,2019-06-27,76.2,278.62,6.28,30.03,29.2,16.55,0.76,10.43,54.68,0.6,3.22,172.0,Moderate
Jaipur,2019-06-28,48.84,126.7,6.4,24.7,24.99,20.21,0.78,13.95,44.59,0.45,2.55,168.0,Moderate
Jaipur,2019-06-29,37.33,92.83,6.76,22.8,25.57,18.1,0.74,11.52,50.27,0.28,2.65,109.0,Moderate
Jaipur,2019-06-30,41.72,113.38,6.15,19.03,21.74,15.46,0.61,9.51,46.82,0.21,2.41,98.0,Satisfactory
Jaipur,2019-07-01,34.07,95.18,7.29,22.04,24.42,16.54,0.73,10.83,52.79,0.32,3.03,102.0,Moderate
Jaipur,2019-07-02,41.85,109.13,5.97,26.0,26.2,14.87,0.71,9.48,51.98,0.6,2.83,104.0,Moderate
Jaipur,2019-07-03,44.32,90.87,6.84,20.77,24.02,17.77,0.8,9.48,62.56,0.96,3.74,107.0,Moderate
Jaipur,2019-07-04,33.27,66.84,8.62,25.13,28.55,18.31,0.82,10.07,41.34,0.37,3.76,87.0,Satisfactory
Jaipur,2019-07-05,30.64,72.35,10.48,24.95,30.26,19.62,0.78,8.85,28.3,0.39,3.94,69.0,Satisfactory
Jaipur,2019-07-06,30.69,60.06,13.16,26.64,35.44,18.88,0.78,10.32,19.56,0.65,4.72,79.0,Satisfactory
Jaipur,2019-07-07,29.18,63.56,10.58,31.21,36.05,19.29,0.72,9.95,26.79,0.28,3.88,66.0,Satisfactory
Jaipur,2019-07-08,38.76,106.73,8.2,24.26,28.22,17.32,0.71,10.19,26.85,0.33,2.63,83.0,Satisfactory
Jaipur,2019-07-09,48.45,102.12,7.4,16.32,21.02,15.33,0.69,9.76,25.67,0.34,2.84,104.0,Moderate
Jaipur,2019-07-10,45.66,129.19,7.78,23.22,26.12,15.44,0.61,9.76,30.17,0.23,2.36,109.0,Moderate
Jaipur,2019-07-11,46.92,113.69,8.69,20.48,24.92,13.75,0.62,9.98,29.47,0.21,2.71,120.0,Moderate
Jaipur,2019-07-12,41.91,98.81,7.84,18.96,23.18,12.51,0.59,10.2,30.56,0.15,2.53,103.0,Moderate
Jaipur,2019-07-13,41.74,95.25,6.31,18.84,21.36,12.52,0.63,9.5,33.44,0.16,2.7,95.0,Satisfactory
Jaipur,2019-07-14,41.8,91.76,6.09,16.03,20.4,11.7,0.53,10.53,32.96,0.13,3.32,96.0,Satisfactory
Jaipur,2019-07-15,47.34,110.12,6.96,17.61,22.24,11.86,0.68,11.22,27.63,0.21,3.37,96.0,Satisfactory
Jaipur,2019-07-16,52.69,117.34,6.75,18.88,22.17,13.94,0.59,11.6,28.01,0.22,1.67,119.0,Moderate
Jaipur,2019-07-17,46.04,99.4,7.04,19.2,22.08,21.08,0.63,10.37,27.16,0.21,1.63,103.0,Moderate
Jaipur,2019-07-18,40.92,76.34,6.97,24.28,26.31,27.4,0.7,10.15,25.25,0.39,2.87,98.0,Satisfactory
Jaipur,2019-07-19,34.56,64.03,6.1,22.09,23.66,26.98,0.63,9.0,32.9,0.26,1.89,68.0,Satisfactory
Jaipur,2019-07-20,39.77,78.8,5.89,24.4,25.99,28.97,0.79,9.53,36.67,0.44,1.73,81.0,Satisfactory
Jaipur,2019-07-21,37.12,88.64,5.9,13.91,17.29,26.05,0.64,8.87,47.16,0.29,1.62,81.0,Satisfactory
Jaipur,2019-07-22,32.6,65.44,5.59,16.2,18.68,28.79,0.71,9.35,47.36,0.3,1.69,80.0,Satisfactory
Jaipur,2019-07-23,33.02,57.44,4.54,18.46,18.66,27.45,0.69,9.17,51.68,0.35,1.72,71.0,Satisfactory
Jaipur,2019-07-24,28.53,58.55,6.77,21.43,23.03,26.59,0.64,8.1,37.06,0.32,2.19,67.0,Satisfactory
Jaipur,2019-07-25,21.37,38.6,5.3,19.92,20.97,29.61,0.71,8.02,35.23,0.55,1.44,61.0,Satisfactory
Jaipur,2019-07-26,23.7,53.06,9.36,21.42,26.0,28.92,0.76,8.6,19.22,0.54,2.35,62.0,Satisfactory
Jaipur,2019-07-27,28.4,60.43,9.81,26.29,32.51,32.4,0.75,8.92,15.36,0.59,3.76,73.0,Satisfactory
Jaipur,2019-07-28,21.79,41.61,6.01,13.64,18.21,34.76,0.55,7.89,23.09,0.29,3.41,58.0,Satisfactory
Jaipur,2019-07-29,16.61,34.12,6.55,13.3,16.18,29.2,0.7,8.26,27.28,0.48,2.31,59.0,Satisfactory
Jaipur,2019-07-30,18.98,52.87,6.37,14.71,17.82,29.33,0.71,8.24,28.54,0.48,3.25,56.0,Satisfactory
Jaipur,2019-07-31,24.33,63.57,6.16,14.11,17.5,31.03,0.7,8.88,30.62,0.47,3.81,72.0,Satisfactory
Jaipur,2019-08-01,27.44,60.62,6.36,17.86,19.77,29.69,0.61,8.34,32.68,0.34,3.28,66.0,Satisfactory
Jaipur,2019-08-02,20.99,51.22,8.73,22.98,25.14,27.83,0.66,8.18,22.16,0.44,3.12,56.0,Satisfactory
Jaipur,2019-08-03,26.51,59.18,8.06,24.82,28.07,28.67,0.78,7.47,21.71,0.44,2.28,62.0,Satisfactory
Jaipur,2019-08-04,23.6,53.25,7.02,19.95,23.81,28.04,0.67,7.01,20.28,0.3,3.13,54.0,Satisfactory
Jaipur,2019-08-05,34.83,69.69,11.66,30.98,33.74,28.95,0.93,8.28,23.75,0.83,4.03,74.0,Satisfactory
Jaipur,2019-08-06,23.5,52.14,9.42,25.4,27.75,27.69,0.76,9.06,24.22,0.34,3.18,66.0,Satisfactory
Jaipur,2019-08-07,25.15,47.41,13.95,25.82,32.35,34.52,0.89,9.09,18.91,0.75,4.75,71.0,Satisfactory
Jaipur,2019-08-08,24.36,52.15,11.34,23.75,27.25,26.44,0.71,9.29,22.95,0.65,3.93,67.0,Satisfactory
Jaipur,2019-08-09,21.1,47.3,7.05,12.95,15.77,19.84,0.59,10.4,31.19,0.33,2.85,54.0,Satisfactory
Jaipur,2019-08-10,16.14,35.13,6.77,8.97,13.4,24.65,0.51,10.69,24.24,0.15,2.41,48.0,Good
Jaipur,2019-08-11,14.15,39.86,7.27,15.62,18.86,25.69,0.63,9.93,23.46,0.21,2.83,51.0,Satisfactory
Jaipur,2019-08-12,24.43,59.12,9.8,19.88,24.01,24.04,0.65,10.04,20.5,0.22,2.65,62.0,Satisfactory
Jaipur,2019-08-13,38.82,86.92,13.3,26.56,31.6,26.58,0.82,10.25,20.06,0.42,3.26,74.0,Satisfactory
Jaipur,2019-08-14,30.54,59.34,17.96,27.99,38.88,27.86,0.79,9.23,16.91,0.69,4.43,79.0,Satisfactory
Jaipur,2019-08-15,27.07,51.56,10.36,23.46,28.87,29.62,0.64,9.48,27.44,0.3,3.26,71.0,Satisfactory
Jaipur,2019-08-16,18.96,35.01,12.11,20.54,28.72,30.37,0.58,9.48,22.86,0.33,3.33,49.0,Good
Jaipur,2019-08-17,16.54,32.83,16.3,22.27,34.21,37.51,0.55,9.08,16.74,0.18,3.66,55.0,Satisfactory
Jaipur,2019-08-18,22.73,50.61,15.54,23.25,33.83,32.57,0.55,9.01,17.44,0.13,2.73,55.0,Satisfactory
Jaipur,2019-08-19,30.21,78.41,14.51,26.2,34.22,27.67,0.62,9.15,23.13,0.34,2.91,70.0,Satisfactory
Jaipur,2019-08-20,32.54,83.01,10.84,33.57,34.93,26.99,0.68,10.06,29.8,0.36,2.96,81.0,Satisfactory
Jaipur,2019-08-21,29.51,71.19,8.95,32.1,32.29,27.72,0.6,9.54,28.48,0.24,2.62,83.0,Satisfactory
Jaipur,2019-08-22,33.85,74.26,10.06,29.1,33.3,29.05,0.79,10.17,25.45,0.45,3.25,71.0,Satisfactory
Jaipur,2019-08-23,32.74,65.97,7.1,17.45,22.7,26.57,0.61,8.72,28.57,0.22,2.84,76.0,Satisfactory
Jaipur,2019-08-24,34.66,65.64,6.12,19.5,23.69,27.63,0.61,8.85,29.54,0.2,2.88,66.0,Satisfactory
Jaipur,2019-08-25,36.69,62.54,5.55,20.76,23.93,31.65,0.49,9.54,33.78,0.22,3.17,71.0,Satisfactory
Jaipur,2019-08-26,19.12,47.48,9.62,28.33,31.24,38.26,0.64,9.8,26.62,0.36,3.68,61.0,Satisfactory
Jaipur,2019-08-27,27.19,50.73,10.36,32.12,33.68,31.58,0.9,9.82,26.84,0.55,4.15,65.0,Satisfactory
Jaipur,2019-08-28,26.9,54.28,7.79,24.19,25.67,40.1,0.68,9.43,32.48,0.58,3.99,73.0,Satisfactory
Jaipur,2019-08-29,27.03,51.05,8.47,19.63,24.39,44.21,0.7,9.74,29.76,0.4,3.64,68.0,Satisfactory
Jaipur,2019-08-30,25.61,53.09,8.99,24.11,27.99,43.81,0.66,10.29,30.07,0.46,3.19,73.0,Satisfactory
Jaipur,2019-08-31,27.44,59.9,12.03,34.71,37.66,60.83,0.8,10.7,32.86,0.42,2.41,69.0,Satisfactory
Jaipur,2019-09-01,29.95,62.25,10.83,30.08,36.69,56.24,0.68,10.36,26.63,0.47,4.85,75.0,Satisfactory
Jaipur,2019-09-02,31.39,59.21,9.96,32.41,33.03,43.87,0.73,12.69,30.47,0.35,3.27,64.0,Satisfactory
Jaipur,2019-09-03,44.03,80.25,11.97,37.61,41.12,48.18,0.82,11.02,30.72,0.63,3.68,86.0,Satisfactory
Jaipur,2019-09-04,34.58,59.59,12.16,30.07,33.99,50.82,0.89,11.16,25.37,0.64,4.06,83.0,Satisfactory
